date;mean
04-11-2022;429.683324
05-11-2022;395.882405879706
06-11-2022;328.00437291703213
07-11-2022;308.70261258349495
08-11-2022;258.72328912466844
09-11-2022;328.39178743961355
10-11-2022;337.578431372549
11-11-2022;300.5496192794547
12-11-2022;285.1099234435938
01-11-2023;326.8472014532938
02-11-2023;450.18276762402087
03-11-2023;345.46324296141813
04-11-2023;399.69627507163324
05-11-2023;400.6384615384615
06-11-2023;268.3005467260013
